Date,BNB-USD,BTC-USD,ETH-USD
2022-03-02,409.00030517578125,43924.1171875,2950.118408203125
2022-03-03,402.5506896972656,42451.7890625,2834.468994140625
2022-03-04,374.2808837890625,39137.60546875,2617.156005859375
2022-03-05,384.87335205078125,39400.5859375,2664.8310546875
2022-03-06,375.0111999511719,38419.984375,2555.037353515625
2022-03-07,381.3446350097656,38062.0390625,2497.771240234375
2022-03-08,381.95855712890625,38737.26953125,2576.74755859375
2022-03-09,393.5557556152344,41982.92578125,2729.783447265625
2022-03-10,372.1590270996094,39437.4609375,2608.048583984375
2022-03-11,372.1840515136719,38794.97265625,2559.56298828125
2022-03-12,372.7303771972656,38904.01171875,2574.754150390625
2022-03-13,361.8498229980469,37849.6640625,2518.944580078125
2022-03-14,373.4661560058594,39666.75390625,2590.696044921875
2022-03-15,371.62884521484375,39338.78515625,2620.149658203125
2022-03-16,385.5282287597656,41143.9296875,2772.0556640625
2022-03-17,391.8247375488281,40951.37890625,2814.8544921875
2022-03-18,397.6455078125,41801.15625,2945.343017578125
2022-03-19,399.8535461425781,42190.65234375,2946.257080078125
2022-03-20,390.76837158203125,41247.82421875,2860.459228515625
2022-03-21,396.44781494140625,41077.99609375,2897.9765625
2022-03-22,404.31494140625,42358.80859375,2973.131103515625
2022-03-23,408.6097717285156,42892.95703125,3031.067138671875
2022-03-24,414.1269836425781,43960.93359375,3108.06201171875
2022-03-25,410.8111572265625,44348.73046875,3106.67138671875
2022-03-26,415.9197998046875,44500.828125,3143.178955078125
